id,amnt_water,date,sponsor,altitude,installer,longitude,latitude,name,basin,village,region,region_id,district_id,lga,ward,demand,meeting,recorder,op_mgmnt,op_name,permit,year,e_type,e_type_grp,e_type_class,mgmnt,mgmnt_grp,fee,fee_type,w_quality,quality_grp,w_quantity,quantity_grp,source,source_type,source_class,type,type_grp,status
27028,0,23/3/2011,Government Of Tanzania,414,RWE,38.21005579,-4.80478242,Kwaboniface,Pangani,Kiwanjani,Tanga,4,2,Korogwe,Mazinde,350,TRUE,GeoData Consultants Ltd,VWC,Mazinde water supply,FALSE,1970,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
67950,0,26/2/2011,Kkkt,2076,Commu,34.24695325,-9.37148289,none,Lake Nyasa,Utsewa,Iringa,11,3,Makete,Lupalilo,0,TRUE,GeoData Consultants Ltd,VWC,Tandal,FALSE,1984,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
13536,0,16/2/2013,Kata,1263,Kata,37.97821832,-4.39786283,Kanisani,Pangani,Marumbi,Kilimanjaro,3,3,Same,Mpinji,680,FALSE,GeoData Consultants Ltd,VWC,Kimara Water Supply,TRUE,2010,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
45516,0,15/3/2013,Lawatefuka Water Supply,1290,Lawatefuka water sup,37.08368365,-3.18147516,Kwa Wifred Mathayo,Pangani,Nasai,Kilimanjaro,3,7,Siha,Siha Kaskazini,1,TRUE,GeoData Consultants Ltd,Water Board,BL Eligudi,TRUE,2002,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
53930,0,15/3/2013,0,-54,0,39.41581127,-6.86582565,Kwa Mohamed Bi Selemani,Wami / Ruvu,Mbwamaji,Dar es Salaam,7,3,Temeke,Somangira,140,TRUE,GeoData Consultants Ltd,VWC,,FALSE,1970,mono,mono,motorpump,vwc,user-group,never pay,never pay,salty,salty,dry,dry,machine dbh,borehole,groundwater,other,other,non-functional
43314,1000,21/3/2011,Sabemo,1732,Chamavita,38.33489551,-4.7304862,Kwa Mzee Selemani Athumani,Pangani,Bandi,Tanga,4,1,Lushoto,Kwai,1,TRUE,GeoData Consultants Ltd,VWC,Mangamba forest,TRUE,1989,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,broken
69168,5,13/3/2013,Germany Republi,917,CES,37.12804102,-3.37455275,Kwa Magreth Mseka,Pangani,Shabaha,Kilimanjaro,3,5,Hai,Hai Urban,500,TRUE,GeoData Consultants Ltd,Water Board,Uroki-Bomang'ombe water sup,TRUE,1999,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
59297,0,13/2/2013,Dmdd,1584,Dmdd,35.31633651,-4.52238736,Kalela,Internal,Watena,Manyara,21,2,Hanang,Mogitu,335,TRUE,GeoData Consultants Ltd,VWC,Gamowaso,TRUE,2003,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
72327,0,16/2/2013,District Council,1274,District council,37.62537551,-3.16353541,Kwa Ulirki Fabian,Pangani,Mongou,Kilimanjaro,3,1,Rombo,Kirwa Keni,1,TRUE,GeoData Consultants Ltd,Company,Mrao water supply,TRUE,2008,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
3549,0,40851,Danida,0,DANIDA,33.69101393,-8.89765835,Kwa Robert Mwanandenje,Rufiji,Mdwadwa,Mbeya,12,2,Mbeya Rural,Ulenje,0,FALSE,GeoData Consultants Ltd,VWC,,FALSE,0,gravity,gravity,gravity,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,non-functional
69674,100000,14/2/2013,Danida,965,DANIDA,35.89631804,-10.15685616,Kwa Donatus Luambano,Lake Nyasa,Muungano,Ruvuma,10,5,Namtumbo,Kitanda,250,TRUE,GeoData Consultants Ltd,WUG,,FALSE,1998,swn 80,swn 80,handpump,wug,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
1331,50,18/2/2011,W.B,93,DWE,39.12900919,-7.55002607,Mng'Ombe,Rufiji,Muungano,Pwani,60,53,Rufiji,Bungu,1,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2005,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe,non-functional
65944,0,23/3/2011,Danida,28,DA,38.89308551,-6.5605825,Gengeni,Wami / Ruvu,Gengeni,Pwani,6,1,Bagamoyo,Kiromo,200,TRUE,GeoData Consultants Ltd,VWC,Bagamoyo wate,TRUE,1987,ksb,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,non-functional
17186,0,40854,Peters,0,DWE,31.459034,-1.19457304,Kwamshumba,Lake Victoria,Mushasha,Kagera,18,7,Misenyi,Kyaka,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,india mark ii,india mark ii,handpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,functional
24218,0,15/7/2011,Government Of Tanzania,1157,DWE,31.18939453,-6.3772774,Kwa Emmanuel Mapalala,Lake Rukwa,Cha Mashariki,Rukwa,15,1,Mpanda,Nsimbo,60,,GeoData Consultants Ltd,,Tank refu Mtakuja,TRUE,1972,gravity,gravity,gravity,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
59874,0,28/7/2011,Medicine,0,LOCAL CONTRACT,31.82735182,-1.21231446,Kalema Dispensary,Lake Victoria,Mlongo,Kagera,18,2,Bukoba Rural,Buhendangabo,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,non-functional
67249,0,19/7/2011,World Vision,0,KAEMP,31.60769907,-1.51707093,Katirengerwa,Lake Victoria,Kaziramfuka,Kagera,18,2,Bukoba Rural,Mikoni,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,functional
49585,0,40734,Sida,0,Central government,33.86084491,-9.59608383,Kwa Mwabibi Mstafa,Lake Nyasa,Mikoroshini,Mbeya,12,3,Kyela,Kyela Urban,0,TRUE,GeoData Consultants Ltd,Water authority,Kanga water supplied scheme,TRUE,0,gravity,gravity,gravity,water authority,commercial,never pay,never pay,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe,non-functional
66722,0,41253,Tassaf,0,TASSAF,33.68305952,-3.0631815,Nyumba Ya Mganga,Lake Victoria,Kashishi,Shinyanga,17,2,Maswa,Kadoto,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,gravity,gravity,gravity,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
60562,20,16/3/2013,Government Of Tanzania,955,DWE,36.84433338,-3.49379453,Kwa Gidion,Pangani,Msumbiji,Arusha,2,2,Arusha Rural,Nduruma,200,TRUE,GeoData Consultants Ltd,VWC,Machumba estate pipe line,TRUE,1970,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
13298,0,41070,Dwsp,0,DWSP,33.30186487,-3.56184459,Lyaganabiho,Internal,Beda,Shinyanga,17,3,Shinyanga Rural,Pandagichiza,0,TRUE,GeoData Consultants Ltd,WUG,,TRUE,0,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
5145,0,23/8/2011,Undp/ilo,1742,DWE,31.66540008,-8.53261571,Kwa Leoterimfite,Lake Tanganyika,Sundu,Rukwa,15,2,Sumbawanga Rural,Mwazye,420,TRUE,GeoData Consultants Ltd,VWC,Kalesha water supply,TRUE,1990,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,non-functional
58711,50,22/3/2011,Private Individual,-9,Da,38.93546282,-6.50832047,Bahati,Wami / Ruvu,Kiromo B,Pwani,6,1,Bagamoyo,Kiromo,30,TRUE,GeoData Consultants Ltd,Company,Bagamoyo wate,TRUE,2011,ksb,submersible,submersible,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
24707,0,21/3/2013,Peter Tesha,1179,DWE,37.35885458,-3.26993713,Kwa Dokari,Pangani,Sia,Kilimanjaro,3,4,Moshi Rural,Uru Shimbwe,100,TRUE,GeoData Consultants Ltd,VWC,Uru shimbwe,TRUE,2000,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
36453,0,24/10/2012,Halmashauri Ya Wilaya Sikonge,0,Halmashauri ya wilaya sikonge,33.00859108,-5.89453583,Kwa Anthon Kadokado,Lake Tanganyika,Bondeni,Tabora,14,5,Sikonge,Kiloleli,0,TRUE,GeoData Consultants Ltd,VWC,Mradi wa maji wa Kiloleli,TRUE,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,dry,dry,dam,dam,surface,communal standpipe,communal standpipe,non-functional
41711,0,40758,Tasaf,0,DWE,38.76657283,-4.90804979,Tasaf,Pangani,Darajani,Tanga,4,8,Mkinga,Mhinduro,60,TRUE,GeoData Consultants Ltd,VWC,Shallow well,TRUE,2002,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
11736,500,28/2/2011,Tz Japan,1649,DWE,34.91687863,-8.96603222,Kwa Anzwelise Chongolo,Rufiji,Igongolo Kati,Iringa,11,4,Njombe,Igongolo,120,TRUE,GeoData Consultants Ltd,VWC,Igongolo gravity water sche,FALSE,2006,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
35199,0,16/3/2011,Tardo,1727,Tardo,38.27077889,-4.6653689,Msiktini,Pangani,Tiku,Tanga,4,1,Lushoto,Malindi,1,TRUE,GeoData Consultants Ltd,VWC,Mlomboza forest,TRUE,1985,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
10744,0,17/1/2013,Fini Water,408,Fini Water,37.90908308,-10.41059587,Bombani,Ruvuma / Southern Coast,Mapinduzi,Lindi,8,3,Nachingwea,Kiegei,100,TRUE,GeoData Consultants Ltd,VWC,,FALSE,1985,other,other,other,vwc,user-group,other,other,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,other,other,non-functional
29814,0,18/2/2013,Germany,970,DWE,35.41650721,-10.58363344,Kwa Vintani,Ruvuma / Southern Coast,Raha Leo B,Ruvuma,10,2,Songea Rural,Maposeni,0,TRUE,GeoData Consultants Ltd,VWC,Mradi wa maji wa maposeni,TRUE,2009,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional
47345,0,41366,Fin Water,332,FIN WATER,38.23518781,-10.89465951,Shuleni,Ruvuma / Southern Coast,Mkwajuni,Mtwara,90,63,Nanyumbu,Likokona,89,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2005,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,non-functional
40889,600,28/1/2013,Isf,819,DWE,29.74781199,-4.90391278,Mashariki,Lake Tanganyika,Kusini,Kigoma,16,3,Kigoma Rural,Simbo,190,TRUE,GeoData Consultants Ltd,WUG,Mkongoro Two,TRUE,2009,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional
1472,0,41518,Tuwasa,0,TUWASA,32.79325322,-5.00716917,Kwa Mama Sinzo,Lake Tanganyika,Kazaroho,Tabora,14,6,Tabora Urban,Mbugani,0,FALSE,GeoData Consultants Ltd,Other,Mradi wa maji wa mbugani,TRUE,0,other,other,other,other,other,pay per bucket,per bucket,soft,good,enough,enough,dam,dam,surface,communal standpipe,communal standpipe,functional
39211,0,16/10/2012,Rwssp,0,DWE,32.01657933,-3.98624502,Maendeleo,Lake Tanganyika,Nyalwele,Shinyanga,17,3,Kahama,Bulungwa,0,TRUE,GeoData Consultants Ltd,,,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
69673,0,40851,Rc Church,0,RC Church,33.68957995,-8.91206551,Kkanisani,Rufiji,Wanging'Ombe,Mbeya,12,2,Mbeya Rural,Ulenje,0,FALSE,GeoData Consultants Ltd,VWC,,FALSE,0,gravity,gravity,gravity,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,non-functional
31699,0,40547,,0,,33.79986287,-9.37088485,Mbambo,Lake Nyasa,Kambasegele,Mbeya,12,4,Rungwe,Kambasegese,0,TRUE,GeoData Consultants Ltd,VWC,K,,0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,non-functional
5452,0,17/1/2013,Wateraid,1515,WATER AID,34.74502032,-4.77106127,Muungano,Internal,Mkaratusi,Singida,13,4,Singida Urban,Mandewa,1,TRUE,GeoData Consultants Ltd,WUG,,TRUE,2005,mono,mono,motorpump,wug,user-group,never pay,never pay,soft,good,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,broken
46370,0,40547,Water,0,Commu,35.77851378,-6.42824792,Shule Ya Msingi Nkulabi,Rufiji,Mkwawa,Dodoma,1,5,Dodoma Urban,Mpunguzi,0,TRUE,GeoData Consultants Ltd,VWC,Nkul,FALSE,0,mono,mono,motorpump,private operator,commercial,pay per bucket,per bucket,soft,good,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non-functional
44748,0,41313,Danida,453,DANID,34.8091814,-11.30361856,Kwa Mzee Kanyera,Lake Nyasa,Kilosa Chini,Ruvuma,10,3,Mbinga,Kilosa,156,TRUE,GeoData Consultants Ltd,VWC,DANIDA,TRUE,1992,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional
54979,10,41337,Giz,842,KILI WATER,37.46667761,-3.37939655,Kwa Andrea Kolie,Pangani,Tela Juu,Kilimanjaro,3,4,Moshi Rural,Kirua Vunjo Kusini,40,TRUE,GeoData Consultants Ltd,WUA,Uchira water users association,TRUE,2001,gravity,gravity,gravity,wua,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
62363,0,40671,Hifab,0,Hesawa,33.42432817,-2.86257759,Ilamata A,Lake Victoria,Ilamata,Mwanza,19,4,Kwimba,Nyambiti,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
16040,0,30/10/2012,Rwssp,0,DWE,0,-0.00000002,Mizalelo,Lake Victoria,Igatwa,Shinyanga,17,1,Bariadi,Bumera,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
72774,500,28/2/2011,Adb,1673,DWE,34.93358233,-9.01648953,Kwa Isaac Gwivaha,Rufiji,Ibiki Kati,Iringa,11,4,Njombe,Igongolo,40,TRUE,GeoData Consultants Ltd,VWC,Ibiki gravity water scheme,FALSE,2008,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
33662,0,25/2/2013,Amref,235,Amref,39.78461566,-10.47510728,Kwa Mzee Likoki,Ruvuma / Southern Coast,Sokondary,Mtwara,99,1,Mtwara Rural,Mnima,400,TRUE,GeoData Consultants Ltd,VWC,Namaukula water supply,TRUE,2012,mono,mono,motorpump,vwc,user-group,unknown,unknown,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non-functional
34823,500,25/2/2013,Tasaf,666,CJEJOW CONSTRUCTION,36.19342106,-11.30755506,Kwa Saidi Halifa,Ruvuma / Southern Coast,Mchomoro,Ruvuma,10,5,Namtumbo,Lusewa,300,TRUE,GeoData Consultants Ltd,WUG,,FALSE,2007,swn 80,swn 80,handpump,wug,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
39887,0,40979,Government Of Tanzania,0,Central government,33.01662909,-4.93082707,Shabani Mbogo,Lake Tanganyika,Simbo 3,Tabora,14,3,Uyui,Magiri,0,TRUE,GeoData Consultants Ltd,VWC,Maguri water supply,TRUE,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe multiple,communal standpipe,non-functional
9429,0,26/3/2011,Go,636,Go,36.91809604,-7.44282794,Kwa Chanuka,Rufiji,Mgalika,Morogoro,5,1,Kilosa,Mikumi,250,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1985,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,non-functional
29710,0,40855,Hifab,0,Hesawa,33.38142949,-2.78103159,Mwagi B,Lake Victoria,Mwagi B,Mwanza,19,4,Kwimba,Mwagi,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
730,0,13/7/2011,Concern World Wide,0,DWE,31.22226346,-3.03724518,Kwa Rugabanya,Lake Tanganyika,Lusahunga Kati,Kagera,18,4,Biharamulo,Lusahunga,0,TRUE,GeoData Consultants Ltd,VWC,Kaguruka Water Supply,TRUE,0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
21383,500,18/2/2013,Danida,1050,DANIDA,35.77902379,-10.5459247,Kwa Haji Salumu,Lake Nyasa,Msikitini,Ruvuma,10,5,Namtumbo,Msindo,420,TRUE,GeoData Consultants Ltd,WUG,,FALSE,1987,swn 80,swn 80,handpump,wug,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
67634,1500,41610,Government Of Tanzania,701,District council,37.54983568,-3.54812862,Kwa Adinani Mgala,Pangani,Majengo,Kilimanjaro,3,2,Mwanga,Kileo,400,TRUE,GeoData Consultants Ltd,WUA,Kifaru water Supply,TRUE,2009,submersible,submersible,submersible,wua,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
24867,0,41070,Dwsp,0,DWE,33.53661233,-3.59297946,Kwa Magile,Internal,Kolandoto,Shinyanga,17,7,Shinyanga Urban,Kolandoto,0,FALSE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
47459,1000,40577,Danida,1592,DANID,35.63419525,-7.85014451,none,Rufiji,Igavilo,Iringa,11,1,Iringa Rural,Mseke,1,TRUE,GeoData Consultants Ltd,VWC,Meseke,TRUE,1984,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
31042,0,40979,Netherlands,0,DWE,33.91236514,-3.10767317,Mwashegeshi,Lake Victoria,Chugambuli,Shinyanga,17,2,Maswa,Ngulinguli,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,walimi,other handpump,handpump,vwc,user-group,other,other,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
29830,0,41253,Dwsp,0,DWSP,33.0284339,-3.73275198,Shuleni,Lake Victoria,Sangilwa,Shinyanga,17,3,Shinyanga Rural,Ilola,0,TRUE,GeoData Consultants Ltd,WUG,,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
18316,0,40789,Bsf,0,Gove,35.66512719,-6.37677639,Zahana,Internal,Mandel,Dodoma,1,6,Bahi,Chibelela,0,TRUE,GeoData Consultants Ltd,VWC,Chib,TRUE,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
16795,0,24/1/2013,Tcrs,1145,Idara ya maji,34.88356114,-5.78415519,Karibu Na Anderson,Internal,Muhalala Kati,Singida,13,3,Manyoni,Manyoni,250,TRUE,GeoData Consultants Ltd,,Muhalala water supply,FALSE,1994,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
24741,100,15/1/2013,Lips,405,District Water Department,38.80447199,-10.29457879,Kwa Binti Said,Ruvuma / Southern Coast,Chiminula A,Lindi,8,3,Nachingwea,Mpiruka,560,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2004,nira/tanira,nira/tanira,handpump,vwc,user-group,pay per bucket,per bucket,milky,milky,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,functional
